Speed,Vertical_Acceleration,Lateral_Acceleration,Longitudinal_Acceleration,Roll,Pitch,Yaw
89,0.009,-0.012,0.006,-1.583,-0.034,1.64
88.1,0.014,0.029,0.009,-1.529,0.009,0.118
86,-0.009,0.011,0.02,-1.499,-0.022,1.486
100,0.003,-0.019,0.007,-1.561,0.021,0.141
87.9,-0.016,-0.02,-0.015,-1.529,0.002,-3.005
82.8,-0.005,-0.006,0.018,-1.583,-0.019,-1.615
88.4,-0.054,0.257,-0.122,-1.652,0.26,1.168
90.9,-0.03,0.036,0.009,-1.516,0.009,-0.587
93.9,-0.01,-0.026,-0.008,-1.563,-0.013,-0.568
93.6,-0.012,-0.015,0.013,-1.563,-0.028,-2.082
110.8,-0.025,-0.006,-0.012,-1.534,0.015,-1.229
84,-0.001,-0.007,-0.007,-1.551,-0.029,-1.598
95.9,0.011,0.014,0,-1.528,0.026,-1.709
105.7,-0.009,-0.01,-0.004,-1.542,0.027,-0.891
95.5,-0.029,0,0.026,-1.559,0.022,-1.219
96.1,-0.023,0.02,-0.042,-1.554,0.006,0.109
90.3,-0.015,0.012,-0.012,-1.594,-0.003,0.208
85.1,0.016,-0.027,0.008,-1.489,-0.072,-1.11
86.9,0.021,-0.01,-0.042,-1.562,0.01,0.251
98.1,0.011,0.02,0.02,-1.506,0.016,0.115
91.5,0.001,-0.019,0.001,-1.612,0.061,0.583
135.5,0.031,-0.005,0.009,-1.509,-0.028,0.402
91.4,-0.012,0.01,-0.036,-1.556,0.013,0.151
115.2,-0.027,-0.005,-0.017,-1.537,-0.007,-1.254
84.8,-0.033,0.01,-0.025,-1.51,0.021,1.38
99.6,-0.018,0.005,0.001,-1.559,0.008,-1.221
132.3,-0.036,-0.007,-0.006,-1.54,-0.077,-2.675
110.1,-0.029,-0.02,-0.009,-1.552,0.003,-1.264
99.9,-0.001,0.014,0.002,-1.572,-0.011,-0.204
94.9,0.004,-0.015,-0.001,-1.573,-0.06,-2.867
91.9,-0.015,-0.051,-0.023,-1.532,-0.028,1.967
100.4,-0.014,-0.016,-0.014,-1.63,-0.001,-2.95
123,-0.034,0.003,0.007,-1.564,-0.004,2.6
110.7,0.026,0.001,0.011,-1.555,-0.029,-0.78
144.4,-0.054,0.029,-0.042,-1.536,0.054,3.042
68.4,0.058,0.143,0.011,-1.658,0.013,-2.432
90.4,-0.045,0.008,-0.001,-1.549,-0.02,0.825
108,-0.049,0.023,-0.034,-1.519,-0.007,-0.331
85.6,0.027,-0.031,0,-1.526,0.011,-1.332
98,-0.02,0.004,-0.002,-1.535,-0.029,-1.825
90.5,-0.014,0.009,-0.008,-1.522,-0.075,-1.748
128.2,0.035,0.007,0.003,-1.548,0.02,0.097
83.8,-0.001,-0.008,-0.055,-1.569,0.023,2.918
118.6,0.034,0.006,0.002,-1.618,-0.027,-2.52
91.9,-0.02,-0.012,-0.204,-1.492,0.022,2.593
88.2,-0.007,0.007,-0.013,-1.515,0,-0.94
97.8,-0.019,0.007,-0.028,-1.546,-0.009,1.701
97.8,-0.017,-0.008,0.014,-1.557,-0.039,-1.398
110.8,-0.039,-0.02,-0.035,-1.586,-0.1,-0.075
98.5,0.037,0.013,-0.003,-1.602,-0.008,-0.104
102.3,-0.036,-0.02,-0.02,-1.529,0.033,1.312
99.7,-0.028,-0.006,-0.019,-1.555,0.001,-2.815
89.5,-0.006,-0.019,0.006,-1.567,0,0.168
108.8,-0.07,-0.332,-0.11,-1.631,-0.287,-0.576
78.2,-0.045,0,0.008,-1.6,-0.022,-0.725
55.6,-0.074,0.056,0.02,-1.634,0.237,-2.966
75.8,-0.005,-0.001,-0.003,-1.599,0.029,0.293
139.2,-0.126,0.022,-0.006,-1.557,-0.038,-2.443
108.5,-0.007,-0.003,0.003,-1.571,0.012,2.61
106.6,-0.013,-0.001,0.001,-1.54,-0.01,2.576
87.9,-0.066,0.036,-0.03,-1.546,0.035,-1.094
134.1,-0.009,0.038,-0.005,-1.555,0.058,0.448
92.3,0.007,-0.01,0.007,-1.561,0.009,1.996
81.6,-0.032,-0.007,0.035,-1.554,-0.047,-1.471
102.9,0.036,-0.03,-0.004,-1.537,-0.047,0.769
85.3,-0.037,-0.028,-0.037,-1.504,-0.015,0.963
97.9,-0.038,-0.025,0.002,-1.531,-0.01,0.799
133.4,-0.011,0.017,-0.018,-1.557,-0.02,-2.358
86.7,-0.015,0.003,0.07,-1.577,0.013,-1.922
104.7,-0.046,0.037,0.011,-1.573,-0.064,-2.938
105.9,0.009,-0.061,-0.013,-1.563,-0.054,-0.345
78.8,-0.016,-0.012,0.006,-1.593,0.024,-0.052
100.9,0.011,-0.006,0.01,-1.578,-0.012,-2.809
92.5,-0.016,0.035,-0.024,-1.571,0.003,-2.583
105.1,0.049,0.012,0.043,-1.542,-0.003,2.343
97.8,-0.038,0.022,-0.003,-1.574,-0.036,-0.274
86.3,-0.005,-0.001,0.016,-1.513,-0.004,0.09
85.9,-0.039,-0.024,0.041,-1.527,-0.026,0.68
77.9,-0.016,-0.009,0.027,-1.503,0.016,-3.099
88.8,-0.018,-0.005,-0.047,-1.562,0.018,0.575
86.5,0.004,-0.004,0.003,-1.572,-0.006,1.673
79.2,-0.01,0.037,0.007,-1.601,0.021,0.328
104,-0.036,0.016,-0.009,-1.576,-0.009,-0.021
90.7,0.002,-0.021,-0.012,-1.516,-0.073,-1.154
78.6,-0.017,0.007,0.005,-1.558,0.003,2.985
93.6,-0.021,0.011,-0.072,-1.563,-0.019,-0.854
103.7,0.012,0.013,-0.025,-1.575,-0.061,1.737
127.6,-0.039,-0.037,0.009,-1.574,-0.035,0.412
87.2,-0.046,0.03,-0.007,-1.54,0.022,0.136
81.4,-0.008,0.019,0.031,-1.575,-0.028,-1.616
98,-0.016,0.009,0.028,-1.611,-0.05,2.297
69.8,-0.043,0.004,0.023,-1.579,0.013,-0.187
87.9,-0.041,-0.051,-0.022,-1.599,-0.043,-0.838
106.5,0.015,-0.007,0.001,-1.575,-0.029,2.566
110.7,-0.038,0.015,-0.022,-1.549,-0.004,1.681
97.2,-0.021,0.027,-0.001,-1.495,0.043,-1.502
85.9,-0.031,0.006,-0.009,-1.54,0.004,-1.405
89.9,-0.016,0.025,-0.001,-1.521,0.083,1.592
105.6,-0.015,0.009,0.019,-1.524,0.039,-1.636
128.4,-0.014,-0.208,-0.049,-1.66,-0.273,-0.594
101.8,0.015,0.036,0.006,-1.591,0.014,0.023
93.3,0.006,-0.002,0.001,-1.591,-0.011,1.988
71.6,-0.004,0.033,-0.024,-1.615,0.006,0.202
84,0.003,-0.021,0.011,-1.547,-0.005,0.333
81.5,0.004,-0.018,0.001,-1.53,-0.011,2.87
105.1,-0.005,0.041,0.014,-1.634,0.012,2.696
108.1,0.003,-0.02,-0.007,-1.54,-0.047,0.27
91.7,-0.005,-0.016,-0.008,-1.548,0.036,0.075
93.5,-0.009,0.015,0.001,-1.576,-0.035,-1.4
99.1,-0.006,0,0.014,-1.562,-0.013,0.042
92.5,-0.009,0.013,0.002,-1.513,-0.046,-1.642
98.1,0.005,0.001,0.005,-1.502,-0.041,-1.749
100.4,0.004,-0.019,0.028,-1.59,-0.024,-0.001
104.3,0.005,0.005,0.008,-1.551,-0.008,2.144
104.8,0.022,0.019,0,-1.532,-0.029,-1.247
71.7,0.016,-0.024,-0.001,-1.527,0.009,-1.377
100.8,0.001,0.014,0.075,-1.545,0.003,-3.03
86.6,-0.022,0.003,-0.013,-1.548,0.018,1.01
75.4,-0.026,0.01,0,-1.536,0.017,-1.66
112,0.016,0.047,-0.008,-1.53,0.056,-0.725
122.2,-0.029,0.037,0.005,-1.556,0.014,2.72
102.3,-0.034,-0.005,0.009,-1.562,-0.027,0.067
85.9,-0.06,-0.409,-0.033,-1.614,-0.407,-0.401
117.6,0.036,-0.009,0.002,-1.581,0.037,-1.201
100.8,0.026,-0.087,0.008,-1.571,-0.129,-1.134
91.5,-0.032,-0.002,-0.007,-1.497,-0.01,0.897
89.9,-0.124,-0.455,-0.049,-1.604,-0.444,-0.475
112.7,-0.031,-0.02,-0.028,-1.551,-0.024,-2.663
112.8,0.016,-0.002,-0.031,-1.596,-0.028,-2.731
85,-0.008,-0.023,0.046,-1.541,-0.017,-0.661
105.8,0.004,0.006,-0.041,-1.547,0.018,0.146
117.2,-0.049,-0.042,-0.021,-1.522,0.115,-1.636
100.9,-0.022,-0.031,0.013,-1.566,0.022,0.212
78.3,0.019,0.002,-0.011,-1.524,-0.002,-1.725
71.6,-0.002,-0.001,-0.047,-1.518,-0.015,-0.472
62.1,-0.016,0.012,-0.003,-1.576,-0.028,0.679
114.7,-0.021,0.007,-0.001,-1.546,0.085,-1.196
121.3,-0.021,-0.012,0.014,-1.511,0.002,2.607
84.5,-0.036,0.009,-0.033,-1.548,0.024,-2.826
137.3,-0.001,-0.011,0.006,-1.559,0.014,0.331
89.8,-0.037,0.006,0.009,-1.52,0.042,-0.46
121,-0.014,-0.007,-0.007,-1.554,-0.022,2.392
112.9,-0.02,-0.017,-0.016,-1.503,-0.027,2.772
111.9,0.019,0.005,0.038,-1.52,-0.003,1.5
109.2,-0.095,-0.337,-0.05,-1.641,-0.288,-0.553
83.7,0.036,0.018,0.023,-1.544,0.02,2.919
98.7,-0.019,-0.026,0.001,-1.522,0.011,1.555
94.7,-0.056,0.009,-0.025,-1.52,-0.062,-1.445
89.9,-0.038,0.013,0.005,-1.542,0.036,-0.985
113.3,-0.006,0.013,-0.01,-1.585,0.008,-1.067
94.5,-0.009,-0.003,0.001,-1.505,-0.011,1.434
102.5,-0.012,0.034,-0.003,-1.564,0.007,1.754
94.7,-0.04,0.036,-0.018,-1.495,0.011,0.19
86.7,0.007,-0.02,-0.001,-1.572,-0.015,1.607
107,-0.004,0.043,0.014,-1.552,-0.04,0.001
51.8,-0.014,0.005,0.142,-1.534,-0.005,3.119
98.9,-0.025,-0.029,0.016,-1.538,-0.017,0.799
91.4,-0.029,-0.022,-0.016,-1.592,-0.025,1.67
90.4,-0.04,0.011,-0.012,-1.513,-0.039,-0.253
88.1,0.021,0.014,0.01,-1.568,0.034,1.344
89.3,0.015,-0.011,0.018,-1.557,0.004,0.188
115.3,0.007,0.028,0.01,-1.645,-0.037,2.643
87.4,-0.017,-0.006,0.004,-1.546,0.008,-1.213
92.6,-0.072,-0.046,0.014,-1.575,0.011,-3.104
83.4,-0.014,0.003,0.013,-1.546,0.041,2.963
62.8,0.007,0.017,-0.032,-1.541,-0.018,0.815
105.9,-0.022,0.002,-0.001,-1.54,-0.006,-1.023
89.1,0.002,0.001,0.008,-1.602,-0.036,0.377
96.6,-0.005,0.005,0.012,-1.558,-0.007,-3.046
78.5,-0.016,-0.001,0.015,-1.557,-0.015,-0.949
98.3,-0.036,0.027,0,-1.592,0.023,0.416
89.5,0.021,0.01,-0.008,-1.578,0.02,0.278
94,0.018,-0.005,0.035,-1.556,-0.017,-2.898
117.4,0.005,0.012,-0.018,-1.572,-0.008,1.783
91.9,-0.014,-0.006,-0.014,-1.51,-0.076,-1.795
123.2,0.012,0.005,-0.059,-1.558,-0.011,-2.424
109.2,-0.027,-0.012,0.015,-1.525,0.016,2.036
94.5,-0.009,-0.025,-0.003,-1.572,-0.055,-1.432
94.7,-0.012,-0.003,0.005,-1.572,-0.009,-0.644
94.2,-0.009,-0.008,0.019,-1.551,-0.056,-2.857
123.2,0.053,-0.033,-0.001,-1.567,-0.006,2.596
96.3,0.011,0.009,0.012,-1.525,-0.003,-1.565
89.6,0,-0.02,-0.022,-1.536,0.032,-1.045
109.4,-0.037,-0.018,-0.013,-1.582,0.003,0.266
101.1,-0.028,0.027,-0.026,-1.516,0.085,1.235
88.5,0.033,0.054,-0.028,-1.526,-0.067,0.169
82,-0.094,-0.381,0.042,-1.51,-0.404,-0.4
117,-0.023,0.028,0.013,-1.621,0.008,1.964
95.6,-0.004,-0.009,-0.018,-1.559,-0.008,-3.054
94.5,-0.007,-0.021,-0.067,-1.582,-0.023,-2.682
107.3,0.015,-0.015,-0.001,-1.56,-0.012,3.131
105.5,-0.02,0.009,-0.013,-1.512,-0.047,-1.544
85.4,0.026,-0.045,-0.056,-1.571,-0.022,0.337
118.1,-0.074,-0.434,-0.04,-1.607,-0.388,-0.325
47.6,-0.034,0.003,-0.003,-1.519,-0.161,1.959
88.3,-0.081,-0.452,-0.058,-1.604,-0.439,-0.446
95.7,-0.049,-0.013,0.023,-1.541,-0.001,0.095
81.3,-0.019,0.004,0,-1.562,0.005,-0.162
89.9,-0.025,0,0,-1.52,-0.041,-0.24
83.1,-0.033,-0.003,0.006,-1.557,0.018,0.198
92.1,-0.028,-0.008,-0.01,-1.516,-0.026,1.667
85.1,0.004,0.044,0.002,-1.577,-0.022,-1.225
93.1,-0.023,0.001,-0.009,-1.509,-0.009,0.737
96.1,0.019,0.019,-0.006,-1.611,0.041,0.021
128.4,-0.038,-0.022,-0.035,-1.561,0.007,2.645
94.1,-0.061,0.023,-0.005,-1.542,-0.005,0.212
93.3,-0.015,-0.003,-0.004,-1.54,0.027,0.19
81.8,-0.024,0.033,0.004,-1.568,-0.065,-0.393
90.5,0.014,0.009,-0.024,-1.546,-0.044,0.902
79.4,-0.026,0.026,0.031,-1.566,0.005,0.243
84.9,-0.016,0.011,0.014,-1.552,0.009,-3
83.8,-0.016,0.024,0.008,-1.525,-0.038,1.881
87.4,0.005,0.002,-0.001,-1.494,-0.067,-1.087
114.6,-0.015,0.005,-0.007,-1.539,-0.026,-1.431
100.3,0.02,0.004,0.015,-1.555,0.002,-2.68
94.5,0.01,0.002,0.001,-1.573,0.003,-1.4
104.2,-0.002,-0.039,0.019,-1.571,-0.027,-0.481
87.8,-0.051,-0.011,-0.001,-1.551,0.008,-0.328
89.5,-0.02,0.036,0.029,-1.575,-0.032,-0.115
88.1,-0.109,0.042,0.03,-1.537,0.021,1.271
95.8,-0.004,-0.007,-0.02,-1.517,0.011,-0.88
120.1,-0.008,0.024,0.006,-1.554,-0.01,1.957
86.8,0.002,0.022,-0.022,-1.535,0.018,2.949
92.7,-0.024,0.009,-0.04,-1.553,0,3.093
94.2,-0.013,0.003,0.004,-1.568,0.008,-3.093
100.6,-0.003,0.011,0.029,-1.565,0.021,-1.464
98,-0.037,-0.012,0.008,-1.598,0.006,-1.071
86.5,0.004,0.028,0.007,-1.556,-0.047,1.906
61.2,0.014,-0.031,0.042,-1.56,0.022,0.06
86.5,-0.037,-0.025,-0.001,-1.535,0.005,0.073
111.3,-0.024,-0.037,-0.009,-1.54,0.008,1.811
57.7,-0.033,-0.038,-0.044,-1.636,0.283,2.668
121.1,-0.062,-0.393,0.01,-1.565,-0.363,-0.382
83.4,0.008,-0.006,0.012,-1.59,-0.003,-0.173
91.2,-0.025,0,-0.053,-1.575,0.032,-1.025
89.8,-0.043,-0.004,0.004,-1.523,-0.039,0.54
94.9,-0.03,0.028,-0.008,-1.552,0.001,-1.298
118.9,-0.01,-0.013,-0.002,-1.517,0.014,-0.771
109.9,0.022,0.008,-0.027,-1.562,-0.022,-2.697
92.8,-0.004,0.003,-0.009,-1.538,0.008,-3.021
110.9,-0.01,-0.006,0.018,-1.541,0.052,-0.069
82.9,0.008,-0.006,0.054,-1.547,0.019,-0.659
86.5,-0.028,0.006,-0.004,-1.58,-0.02,-2.481
111.6,0.029,0.022,-0.002,-1.583,-0.005,-0.87
107,-0.016,-0.007,0.019,-1.525,0.021,2.577
98.6,-0.003,0.006,0.006,-1.567,-0.018,-2.812
88.4,0,-0.001,-0.054,-1.556,0.03,3.093
87.5,0.017,0.006,0.011,-1.559,0.013,0.705
59.4,-0.054,0.007,-0.074,-1.613,0.305,0.264
135.9,0.009,-0.004,-0.005,-1.605,-0.038,0.378
83.6,-0.11,0.048,-0.003,-1.59,-0.001,1.536
84.6,-0.024,0.025,-0.025,-1.497,-0.027,-1.295
135.8,-0.017,-0.013,-0.004,-1.516,-0.07,-2.658
82.3,0.018,-0.011,0.048,-1.537,-0.04,-0.747
94.2,-0.033,0.014,-0.03,-1.548,-0.079,-0.971
93.9,-0.099,0.009,-0.004,-1.565,0.003,1.34
86.5,-0.018,-0.025,-0.007,-1.462,-0.033,1.72
115.8,-0.027,-0.04,0.004,-1.617,0.013,1.881
112.4,-0.007,0.039,0.002,-1.544,0.019,-0.795
95,-0.031,-0.004,0.016,-1.594,0.009,0.116
105.1,-0.025,0.016,0.037,-1.603,0.024,0.162
96.8,0.016,0.004,0.051,-1.509,-0.019,-0.151
79.2,-0.012,-0.052,0.016,-1.594,-0.015,-0.22
74.9,0.021,0.006,-0.095,-1.479,-0.012,0.526
98.3,0.012,-0.003,0.017,-1.507,-0.029,0.515
91.2,-0.013,-0.006,0.017,-1.566,-0.018,-0.448
108.1,0.045,0.04,0.014,-1.597,-0.004,0.029
92.9,-0.002,0.027,-0.113,-1.521,0.026,-0.386
97.9,-0.027,-0.046,0.003,-1.609,-0.03,-0.057
90.9,-0.019,-0.026,0.074,-1.544,0.007,-1.694
112.8,-0.017,0.018,-0.016,-1.539,-0.061,0.456
86.8,-0.013,0.012,-0.007,-1.525,0.011,1.798
103.1,-0.019,0.01,-0.022,-1.539,0.021,1.799
59.3,-0.042,-0.025,-0.036,-1.618,0.266,2.96
131.2,-0.008,-0.015,-0.027,-1.618,-0.012,2.519
100.6,-0.014,0.002,0,-1.522,0.006,2.634
86.8,-0.026,0.041,-0.014,-1.653,0.006,0.501
97.7,0.01,0.009,0.003,-1.657,0.013,2.695
82.3,-0.019,0.001,-0.026,-1.588,-0.006,0.246
112.6,-0.012,-0.004,-0.082,-1.573,-0.005,0.15
116.1,-0.014,0.021,0.011,-1.618,0.038,0.531
86.5,-0.028,0.001,0.001,-1.562,0,-1.457
112.3,0.064,0.056,-0.013,-1.628,0.017,2.985
85.8,-0.015,0.02,-0.002,-1.594,0,0.313
79.9,0,0.016,-0.018,-1.514,0.004,-0.645
85.3,-0.015,0.02,0.027,-1.557,-0.026,1.167
103,0.008,0.001,-0.016,-1.548,-0.003,-1.472
85.1,-0.012,-0.014,-0.006,-1.535,-0.066,-1.744
85.4,-0.09,-0.473,0.021,-1.552,-0.444,-0.428
114.8,-0.031,-0.005,0.006,-1.627,0.005,0.007
124.1,-0.059,-0.009,0.031,-1.588,-0.031,-2.246
72.5,-0.027,-0.012,-0.046,-1.573,0.006,-2.916
91.6,-0.026,0.041,-0.011,-1.609,0.048,0.128
87.5,0.022,-0.004,-0.004,-1.581,0.041,-0.924
115.8,-0.035,0.017,-0.02,-1.563,-0.064,-0.097
81.8,-0.047,-0.041,-0.094,-1.579,0.273,0.236
91.9,-0.028,-0.004,0.018,-1.591,-0.013,-0.448
64.7,-0.117,-0.011,-0.058,-1.559,0,-0.633
87.2,0.004,0.004,-0.033,-1.558,0.025,0.033
81.3,-0.014,0.015,-0.016,-1.528,0.035,-0.916
83.2,-0.017,-0.005,0.027,-1.559,0.001,0.08
84.1,-0.039,0.023,0.002,-1.527,0.002,-1.141
94,-0.02,-0.016,-0.017,-1.555,-0.027,0.786
100,-0.034,-0.046,-0.002,-1.554,-0.038,-0.178
86.1,0.009,0.005,-0.003,-1.549,0.021,-0.305
93.4,0.037,-0.001,-0.063,-1.63,-0.01,-2.496
99.1,-0.032,0.006,-0.011,-1.566,-0.05,-0.31
116.4,-0.028,0.042,0.002,-1.591,-0.054,-1.496
90,-0.031,-0.016,0.012,-1.587,-0.031,-0.307
100.4,-0.003,0.001,-0.024,-1.566,-0.011,0.009
80.3,0.011,-0.024,0.005,-1.616,0.015,0.026
93.7,-0.009,0.017,0.02,-1.561,-0.047,0.97
93.2,-0.014,-0.01,-0.063,-1.54,0.046,-0.664
75.1,-0.003,0.013,0.005,-1.543,-0.041,-1.596
80.3,-0.01,0.006,0.003,-1.557,0.017,2.929
86.8,-0.007,0.003,0.01,-1.486,-0.02,0.664
100.6,-0.011,0.021,0.04,-1.534,-0.02,-0.014
100.1,-0.03,0.018,0.009,-1.558,0.033,0.225
114.4,-0.04,-0.01,-0.011,-1.497,0.012,0.137
80.8,-0.007,-0.029,-0.023,-1.561,0.024,2.967
99.6,-0.014,-0.017,0.004,-1.599,-0.063,-0.325
93.2,-0.036,-0.002,-0.032,-1.599,0.025,0.511
110.1,-0.032,0.005,0.006,-1.589,-0.006,1.784
89,-0.026,-0.022,0.03,-1.527,0.004,2.563
124.1,-0.008,-0.005,0.012,-1.602,-0.017,0.324
95.6,0.006,0.031,-0.005,-1.592,-0.01,-2.607
71.4,-0.019,-0.014,-0.003,-1.552,0.017,-1.42
77.9,-0.001,-0.017,-0.026,-1.549,-0.004,-1.577
88,0.013,-0.025,-0.002,-1.559,-0.045,-0.567
85.7,-0.008,-0.044,0,-1.525,-0.057,-0.354
88.2,0.015,0.014,-0.02,-1.497,-0.061,-1.336
95.4,-0.007,-0.005,-0.025,-1.556,0.011,0.089
50.5,-0.046,0.041,-0.025,-1.595,0.213,0.445
79,-0.002,-0.008,-0.003,-1.535,-0.027,1.114
87.8,-0.045,0.01,-0.084,-1.406,-0.074,-3.089
122.9,-0.001,0.11,0.012,-1.567,-0.066,0.492
90.7,-0.038,-0.352,0.008,-1.505,-0.394,-0.43
87.1,-0.028,-0.003,-0.036,-1.533,0.024,0.156
109.2,-0.034,0.004,-0.001,-1.586,-0.038,-1.04
89.7,-0.001,0.002,-0.019,-1.561,0.022,0.055
107.1,-0.022,-0.01,0.005,-1.494,0.015,0.491
99.6,-0.004,0.013,0.008,-1.565,-0.017,0.159
122.6,-0.03,-0.058,-0.113,-1.615,-0.06,2.58
104.3,0.004,-0.005,0.005,-1.514,0.006,2.155
118.7,0.014,-0.018,-0.002,-1.55,0.012,-0.553
104.7,-0.012,-0.022,0.002,-1.574,0.019,-1.235
108.5,0.023,0.01,-0.005,-1.521,-0.016,-1.265
116.5,-0.009,-0.001,-0.003,-1.542,0.007,-1.249
119,0.015,-0.01,-0.024,-1.53,-0.001,1.9
89.6,0.003,0.002,-0.016,-1.558,-0.022,-1.06
111,-0.02,-0.019,0.012,-1.573,0.05,-1.218
109.5,-0.007,0.022,0.003,-1.544,0.011,-1.445
101.1,-0.022,-0.016,0.022,-1.544,-0.012,0.011
108.2,0.005,-0.023,-0.005,-1.57,0.02,0.058
87.2,-0.012,0.005,0.003,-1.565,0.049,-0.011
82.9,-0.046,-0.025,-0.003,-1.535,-0.07,-1.677
83.1,-0.02,0,0.004,-1.528,-0.01,0.893
86.3,-0.011,0.005,0.004,-1.546,-0.055,1.101
97.7,-0.046,-0.016,-0.007,-1.587,0.005,-0.343
114.2,-0.063,-0.039,-0.002,-1.523,0.029,1.9
101.2,-0.008,0.003,-0.031,-1.522,0.007,-0.849
85.9,-0.008,-0.016,0.015,-1.591,0.003,0.33
83.5,0.062,0.017,-0.001,-1.566,0.022,3.034
94.7,-0.036,0.007,-0.002,-1.498,-0.058,-2.269
145.4,0.011,-0.011,0.015,-1.598,-0.034,-2.463
101.3,0.014,0.027,-0.08,-1.526,-0.043,1.106
88.2,-0.002,0.02,0.01,-1.526,-0.015,-0.66
96.7,-0.025,0.007,0.007,-1.59,0.016,-2.556
113.6,0.04,-0.023,-0.004,-1.548,0.03,-1.402
87.5,-0.029,-0.049,0.065,-1.583,-0.035,-0.018
94.5,-0.013,0.009,-0.005,-1.498,-0.002,1.575
90.8,-0.014,-0.018,0.014,-1.571,0.001,0.072
75.3,-0.042,-0.004,0.037,-1.499,0.001,0.083
99.6,0.031,0.007,-0.031,-1.556,0.031,0.194
110.1,-0.013,0.01,0.02,-1.586,0.023,1.816
103.5,-0.008,0.005,-0.017,-1.57,0.069,1.194
57.1,-0.014,-0.029,-0.01,-1.619,0.201,1.29
113.2,-0.006,0.012,0.003,-1.542,0.021,-1.398
115.2,0.003,-0.008,-0.026,-1.544,-0.011,-0.727
91.9,-0.002,0.009,-0.071,-1.406,-0.096,-1.564
76.9,0.002,-0.013,0,-1.598,0.037,0.292
88.9,-0.036,0.013,-0.014,-1.599,-0.052,1.673
121.2,0.005,-0.012,0.003,-1.582,0.066,0.575
61.1,-0.005,-0.001,-0.012,-1.508,-0.001,-2.896
83.5,-0.052,0.006,0.015,-1.586,0.016,-0.8
96.5,-0.029,0.012,-0.006,-1.525,-0.024,-1.821
82.3,-0.021,-0.012,-0.015,-1.605,0.065,0.492
78.8,0.017,-0.001,-0.029,-1.678,-0.014,-0.896
117.3,0.047,-0.017,0.001,-1.568,-0.032,-2.818
89.9,-0.019,0.006,0.009,-1.569,-0.005,0.12
86.1,-0.029,-0.013,0.059,-1.524,-0.031,1.164
90.5,0.007,0.007,0.025,-1.563,0.024,0.323
109,0.027,0.067,-0.029,-1.542,0.007,-0.893
81.9,-0.01,-0.006,0.002,-1.575,-0.006,1.683
109.7,0.013,0.022,0.035,-1.591,0.054,1.892
113.9,0.022,0.048,-0.019,-1.516,0.03,0.276
120.7,-0.004,-0.006,-0.003,-1.549,-0.001,0.17
96.2,-0.018,-0.015,0.011,-1.529,-0.011,0.029
96.2,-0.037,-0.013,-0.009,-1.611,0.005,0.197
117.5,0.006,0.01,-0.013,-1.569,0.043,-1.152
92.8,-0.002,0.011,-0.013,-1.58,0.047,1.683
83.3,-0.001,-0.033,0,-1.573,0.02,3.038
78.5,-0.018,0.006,-0.002,-1.569,0.022,0.033
86.8,-0.092,-0.365,0.072,-1.473,-0.378,-0.37
90.3,-0.005,0.002,-0.014,-1.554,-0.019,1.266
135.3,-0.014,-0.013,-0.002,-1.549,0.001,0.329
84.2,-0.015,-0.029,0.013,-1.552,0.015,-3.01
90.2,0.002,0.021,-0.009,-1.495,0.007,1.516
86.7,-0.007,-0.036,0.006,-1.569,-0.052,-0.837
139.3,-0.001,-0.02,0.004,-1.552,0.059,-2.147
94.5,-0.022,0.008,-0.028,-1.524,-0.007,1.784
80.3,-0.013,0.013,0.02,-1.547,0.012,2.925
92,-0.001,-0.005,-0.024,-1.589,0.065,0.539
102.6,-0.007,-0.02,0.002,-1.517,0.018,-0.899
49.6,-0.021,-0.022,0.025,-1.501,0.018,1.573
126.5,-0.023,0.003,-0.005,-1.59,0.02,-0.694
117.2,-0.018,0.008,-0.032,-1.519,-0.017,2.927
85.6,-0.031,0.003,0.007,-1.557,-0.048,-1.408
99.8,0.016,0.009,0.001,-1.58,-0.068,-0.31
96,-0.018,0.01,-0.013,-1.566,-0.059,-2.856
114.5,0.013,0.014,-0.007,-1.569,-0.034,-1.436
71.4,-0.032,-0.113,0.01,-1.566,-0.194,-0.273
87.3,-0.014,0.005,0.017,-1.563,-0.021,1.677
84.3,0.017,0.027,0.038,-1.552,-0.005,-1.403
120.5,0.001,0.025,0.002,-1.561,0.022,-2.466
90.3,-0.023,-0.016,0.018,-1.515,-0.007,0.598
90.1,-0.019,-0.057,-0.009,-1.589,0.048,-0.364
111.7,0.003,-0.004,0.003,-1.599,-0.001,2.477
89,-0.033,0.03,-0.008,-1.515,0.053,1.845
89.6,0.017,0.019,-0.012,-1.528,0.04,1.792
45.1,-0.016,0.013,-0.024,-1.502,0.013,-1.164
98.4,-0.059,0.01,0.002,-1.536,0.029,0.128
117.7,0.02,0.004,0.004,-1.55,0.007,1.92
81.6,-0.089,-0.4,0.049,-1.508,-0.391,-0.369
81.5,-0.007,0.026,0.002,-1.529,-0.031,2.153
94.3,0.012,0.019,0.021,-1.576,-0.017,-2.961
92.7,0.026,-0.003,0.02,-1.582,0.038,-0.225
97.7,-0.015,0.013,-0.002,-1.559,0.005,-0.078
77.8,0.005,-0.008,-0.003,-1.561,0.008,2.994
104.5,-0.013,-0.008,0.021,-1.599,0.016,-2.636
79.8,0.021,-0.003,0.019,-1.583,-0.028,-1.613
125.6,0.002,0.043,0.003,-1.507,-0.078,0.349
81.9,-0.001,0.004,0.041,-1.577,-0.019,1.612
